x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
Iya,Banten,Rumah,3,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,Tidak ada,4.0,3.0,5.0,7.0,10.0,8.0,9.0,2.0,6.0,1.0,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Jangan terlalu sering membiarkan lampu menyala
Iya,Banten,Rumah,2,Sejuk,1300 VA,Tidak,6-10,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,5.0,3.0,4.0,7.0,10.0,6.0,9.0,2.0,8.0,1.0,< 2 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,hemat
Iya,Banten,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,4.0,3.0,7.0,6.0,10.0,5.0,9.0,2.0,8.0,1.0,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Memakai listrik dengan hemat
Iya,Banten,Rumah,3,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,5.0,3.0,7.0,6.0,10.0,8.0,9.0,1.0,4.0,2.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Hemat penggunaan lampu
Iya,Banten,Rumah,3,Sejuk,450 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,4.0,2.0,6.0,7.0,10.0,8.0,9.0,3.0,5.0,1.0,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,< 2 jam,Tidak punya komputer,Tidak punya mesin cuci,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,hanya menggunakan lampu di malam hari
Iya,Banten,Rumah,5,Sejuk,900 VA,Ya,6-10,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,4.0,3.0,6.0,7.0,10.0,8.0,9.0,2.0,5.0,1.0,< 2 jam,< 2 jam,< 2 jam,< 2 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Matikan lampu waktu pagi
Iya,Serang,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,1,5.0,4.0,3.0,7.0,10.0,8.0,9.0,1.0,6.0,2.0,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),"Juni, Juli, Desember, Tidak Ada perbedaan signifikan",Malam (19:00 - 04:59),4.0,Mengurangi penggunaan alat elektronik rumah seperti AC dan mesin cuci dll
Iya,Serang,Rumah,4,Sejuk,1300 VA,Ya,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,4.0,5.0,3.0,7.0,10.0,8.0,9.0,2.0,6.0,1.0,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Kurangi penggunaan listrik berlebihan
Iya,Serang,Rumah,3,Sejuk,1300 VA,Tidak,6-10,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,4.0,3.0,7.0,6.0,10.0,8.0,9.0,2.0,5.0,1.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Maret, April, Desember",Malam (19:00 - 04:59),4.0,-
Iya,Serang,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,Tidak ada,5.0,3.0,4.0,8.0,10.0,7.0,9.0,2.0,6.0,1.0,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Mengurangi pemakaian AC
Iya,Serang,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,Tidak ada,5.0,2.0,4.0,6.0,10.0,8.0,9.0,3.0,7.0,1.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Kurangi pemakaian AC terlalu lama
Iya,Banten,Rumah,5,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,1,4.0,3.0,5.0,6.0,10.0,8.0,9.0,1.0,7.0,2.0,2 - 4 jam,< 2 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,tidak lama menggunakan AC
Iya,Banten,Rumah,5,Sejuk,1300 VA,Tidak,6-10,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,3,1,4.0,2.0,5.0,6.0,10.0,7.0,8.0,1.0,9.0,3.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Kurangi pemakaian mesin cuci
Iya,Serang,Rumah,4,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,3,Tidak ada,4.0,2.0,8.0,7.0,10.0,5.0,9.0,1.0,6.0,3.0,2 - 4 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Tidak sering menyalakan TV
Iya,Jakarta,Rumah,> 5,Sejuk,> 2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,2,3,1,4,1,3,1,2.0,3.0,5.0,6.0,10.0,7.0,8.0,9.0,4.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,8 - 12 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 1.500.001 - Rp 2.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,AC dimatikan saat pagi hingga siang lampu hanya nyala ketika malam
Iya,Banten,Rumah,> 5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,4,1,4.0,3.0,5.0,7.0,10.0,8.0,9.0,2.0,6.0,1.0,2 - 4 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,tidak menyalakan lampu terus menerus
Iya,Jakarta,Rumah,5,Sejuk,2200 VA,Tidak,16-20,1,Tidak ada,1,1,1,1,1,1,Tidak ada,2,1,1,4,Tidak ada,2,1,3.0,5.0,2.0,7.0,10.0,8.0,9.0,6.0,4.0,1.0,2 - 4 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,8 - 12 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Dengan cara mengurangi pemakaian AC dan Komputer
Iya,Pekanbaru,Rumah,2,Panas,1300 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,1,1,1.0,10.0,2.0,9.0,8.0,7.0,6.0,3.0,5.0,4.0,< 2 jam,< 2 jam,4 - 8 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,9-12 Jam,> 12 Jam,<2 Jam,<2 Jam,> 12 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Siang (11:00 - 15:59),4.0,mematikan yang tidak digunakan lagi
Iya,Tangerang,Rumah,5,Sejuk,1300 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,2,2,1,2,Tidak ada,1,1,3.0,9.0,4.0,8.0,7.0,6.0,1.0,5.0,10.0,2.0,> 8 jam,> 12 jam,> 8 jam,> 12 jam,> 12 jam,> 12 jam,> 4 Kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,9-12 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,"Mengurangi screen time, main ke mall"
Iya,Tangerang,Rumah,> 5,Sejuk,1300 VA,Ya,10-15,1,1,1,1,1,1,1,Tidak ada,Tidak ada,2,1,1,3,Tidak ada,3,Tidak ada,7.0,10.0,4.0,8.0,5.0,9.0,2.0,6.0,3.0,1.0,< 2 jam,< 2 jam,> 8 jam,> 12 jam,4 - 8 jam,4 - 8 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),4.0,matikan listrik jika tidak digunakan/saat tidak perlu agar dapat menghemat listrik
Iya,Jakarta,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,3,Tidak ada,4.0,2.0,6.0,5.0,10.0,7.0,9.0,3.0,8.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Hemat Listrik
Iya,Jakarta,Rumah,> 5,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,3,Tidak ada,3,1,3.0,4.0,5.0,6.0,10.0,8.0,9.0,2.0,7.0,1.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,4 - 8 jam,Tidak punya komputer,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Jarang menggunakan AC
Iya,Jakarta,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,3.0,4.0,5.0,6.0,10.0,8.0,9.0,2.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"April, Mei, Juli, Desember",Malam (19:00 - 04:59),4.0,Gunakan AC secukupnya saja
Iya,Ponorogo,Rumah,4,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,10.0,9.0,7.0,8.0,6.0,1.0,2.0,3.0,4.0,5.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,TIdak,>4 Jam,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Juni, Juli, Agustus",Siang (11:00 - 15:59),4.0,Jangan gunakan banyak alat elektronik
Iya,Serang,Rumah,4,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,2,1,4.0,3.0,7.0,6.0,10.0,5.0,9.0,1.0,8.0,2.0,< 2 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Februari, Maret, April, Juni, Juli, Desember",Malam (19:00 - 04:59),4.0,Menggunakan lampu seperlunya
Iya,Jakarta,Rumah,> 5,Sejuk,2200 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,1,Tidak ada,4.0,3.0,6.0,5.0,10.0,7.0,9.0,1.0,8.0,2.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Menghemat penggunaan alat elektronik
Iya,Serang,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,1,1,2,Tidak ada,2,1,4.0,3.0,5.0,7.0,10.0,8.0,9.0,1.0,6.0,2.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Ya,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,5,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,5.0,3.0,4.0,6.0,10.0,8.0,9.0,2.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Menggunakan lampu hemat daya
Iya,Serang,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,3,1,4.0,3.0,6.0,5.0,10.0,8.0,9.0,1.0,7.0,2.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Mengurangi penggunaan AC
Iya,Serang,Rumah,3,Sejuk,1300 VA,Ya,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,1,1,4.0,3.0,5.0,6.0,10.0,8.0,9.0,1.0,7.0,2.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Banten,Rumah,4,Sejuk,900 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,4,Tidak ada,4.0,3.0,6.0,5.0,10.0,7.0,9.0,1.0,8.0,2.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Ya,9-12 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Juni, Juli, Desember",Malam (19:00 - 04:59),4.0,Tidak memakai mesin cuci
Iya,Serang,Rumah,4,Sejuk,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,4.0,3.0,6.0,5.0,10.0,7.0,9.0,1.0,8.0,2.0,2 - 4 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Tidak menyalakan lampu terus menerus
Iya,Banten,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,1,1,3,1,4.0,3.0,5.0,6.0,10.0,8.0,9.0,1.0,7.0,2.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,3 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,> 12 Jam,> 12 Jam,Ya,1-2 Jam,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Tidak lama menggunaka AC
Iya,Banten,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,Tidak ada,4.0,2.0,6.0,5.0,10.0,7.0,9.0,1.0,8.0,3.0,< 2 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Membatasi penggunaan AC
