,x1,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x60,x62
135,Iya,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,2,1,2 - 4 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
136,Iya,Rumah,3,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,4,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
137,Iya,Rumah,3,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,1,2 - 4 jam,< 2 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
138,Iya,Rumah,3,Sejuk,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,4,Tidak ada,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,1-2 Jam,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
139,Iya,Rumah,4,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,Tidak ada,1,1,Tidak ada,1,1,Tidak ada,1,1,1,1,1,4 - 8 jam,8 - 12 jam,> 8 jam,> 12 jam,8 - 12 jam,2 - 4 jam,3 kali,2 kali,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,3-8 Jam,Ya,3-4 Jam,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,1.0
140,Iya,Rumah,4,Panas,> 2200 VA,Tidak,lebih dari 20,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,3,Tidak ada,1,4,1,3,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,TIdak,>4 Jam,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,3.0
141,Iya,Rumah,> 5,Panas,> 2200 VA,Tidak,lebih dari 20,1,1,1,Tidak ada,Tidak ada,Tidak ada,2,1,Tidak ada,lebih dari 5,2,1,lebih dari 5,2,lebih dari 5,1,4 - 8 jam,> 12 jam,> 8 jam,> 12 jam,4 - 8 jam,4 - 8 jam,> 4 Kali,> 4 kali,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,3-8 Jam,9-12 Jam,3-8 Jam,9-12 Jam,9-12 Jam,> 12 Jam,TIdak,>4 Jam,Rp. 1.500.001 - Rp 2.000.000,"Juli, Agustus, September, Oktober",2.0
142,Iya,Rumah,5,Panas,> 2200 VA,Ya,lebih dari 20,1,1,1,Tidak ada,Tidak ada,Tidak ada,2,1,Tidak ada,5,2,1,lebih dari 5,1,5,1,2 - 4 jam,4 - 8 jam,> 8 jam,> 12 jam,4 - 8 jam,4 - 8 jam,> 4 Kali,> 4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,TIdak,>4 Jam,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,1.0
143,Iya,Kos,1,Sejuk,450 VA,Tidak,1-5,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,8 - 12 jam,8 - 12 jam,Tidak punya mesin cuci,3 kali,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,> 12 Jam,> 12 Jam,<2 Jam,<2 Jam,> 12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,3.0
144,Iya,Rumah,5,Sejuk,2200 VA,Tidak,16-20,1,1,1,Tidak ada,1,1,1,1,Tidak ada,2,2,1,3,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
145,Iya,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
146,Iya,Rumah,5,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,1,Tidak ada,3,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,< 2 jam,2 - 4 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
147,Iya,Rumah,4,Sejuk,2200 VA,Tidak,10-15,1,Tidak ada,1,1,1,1,1,1,Tidak ada,2,1,1,4,Tidak ada,2,1,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,<2 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,"April, Juni, Juli, Desember",4.0
148,Iya,Rumah,5,Sejuk,2200 VA,Ya,16-20,1,1,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,4,Tidak ada,3,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
149,Iya,Rumah,> 5,Panas,1300 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,1,Tidak ada,5,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
150,Iya,Rumah,5,Panas,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,2,1,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,> 12 Jam,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,"Juni, Agustus, Oktober, Desember",2.0
151,Iya,Rumah,3,Sejuk,1300 VA,Ya,6-10,1,Tidak ada,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,1,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
152,Iya,Rumah,> 5,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,Tidak ada,1,1,1,Tidak ada,1,1,1,4,Tidak ada,1,1,< 2 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
153,Iya,Rumah,4,Sejuk,2200 VA,Tidak,10-15,1,Tidak ada,1,1,1,1,1,1,Tidak ada,1,2,1,3,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
154,Iya,Rumah,4,Sejuk,2200 VA,Tidak,10-15,1,1,1,2,1,1,Tidak ada,1,Tidak ada,2,Tidak ada,1,4,1,1,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,"April, Agustus, September, Desember",4.0
155,Iya,Rumah,5,Sejuk,1300 VA,Ya,6-10,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,1,1,2,Tidak ada,1,1,< 2 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
156,Iya,Rumah,4,Panas,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,2 - 4 jam,4 - 8 jam,> 8 jam,> 12 jam,> 12 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
157,Iya,Rumah,4,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,1,Tidak ada,3,Tidak ada,Tidak ada,1,Tidak ada,1,3,Tidak ada,1,1,2 - 4 jam,2 - 4 jam,> 8 jam,8 - 12 jam,2 - 4 jam,< 2 jam,4 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
158,Iya,Rumah,5,Panas,> 2200 VA,Tidak,16-20,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,3,Tidak ada,Tidak ada,1,< 2 jam,< 2 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,> Rp 2.000.000,Juni,4.0
159,Iya,Rumah,> 5,Panas,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,3,Tidak ada,3,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,"Maret, April, Juni, Juli, Oktober, November",4.0
160,Iya,Rumah,4,Sejuk,2200 VA,Tidak,6-10,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,3,Tidak ada,2,1,< 2 jam,2 - 4 jam,4 - 8 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,"Juni, Juli, Agustus",4.0
161,Iya,Rumah,5,Panas,2200 VA,Tidak,16-20,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,3,1,1,4,Tidak ada,4,1,2 - 4 jam,2 - 4 jam,> 8 jam,> 12 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
162,Iya,Rumah,> 5,Panas,> 2200 VA,Ya,lebih dari 20,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,4,Tidak ada,1,4,Tidak ada,4,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,> 12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,"Januari, Juni, Juli, November, Desember",4.0
163,Iya,Rumah,4,Panas,2200 VA,Ya,lebih dari 20,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,1,Tidak ada,4,2,1,4,Tidak ada,4,1,2 - 4 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,8 - 12 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,2.0
164,Iya,Kontrakan,4,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
165,Iya,Kontrakan,3,Panas,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,2 - 4 jam,2 - 4 jam,2 - 4 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
166,Iya,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,< 2 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
167,Iya,Rumah,3,Sejuk,1300 VA,Ya,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
168,Iya,Rumah,1,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
169,Iya,Rumah,5,Panas,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,4 kali,1 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
170,Iya,Kos,> 5,Sejuk,450 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,4,Tidak ada,Tidak punya TV,Tidak punya TV,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
171,Iya,Rumah,4,Panas,2200 VA,Ya,lebih dari 20,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,3,1,1,4,Tidak ada,3,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,< 2 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,2.0
172,Iya,Rumah,4,Panas,2200 VA,Tidak,16-20,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,3,Tidak ada,4,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,"Januari, April, Agustus, November",3.0
173,Iya,Rumah,4,Panas,2200 VA,Ya,10-15,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,2,3,Tidak ada,1,2,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,8 - 12 jam,> 4 Kali,4 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,> 12 Jam,> 12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,2.0
174,Iya,Kos,1,Panas,2200 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,> 12 jam,> 12 jam,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
175,Iya,Rumah,5,Sejuk,450 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,2,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,> 12 jam,2 - 4 jam,3 kali,1 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
176,Iya,Rumah,5,Panas,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,4,1,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,3.0
177,Iya,Rumah,> 5,Panas,> 2200 VA,Tidak,lebih dari 20,2,Tidak ada,2,1,Tidak ada,Tidak ada,1,1,1,1,Tidak ada,2,lebih dari 5,Tidak ada,2,1,2 - 4 jam,4 - 8 jam,> 8 jam,> 12 jam,< 2 jam,< 2 jam,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,"Juni, Juli, Agustus",3.0
178,Iya,Rumah,4,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,3,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
179,Iya,Rumah,5,Sejuk,> 2200 VA,Tidak,16-20,1,1,1,1,Tidak ada,Tidak ada,2,1,Tidak ada,1,2,1,4,Tidak ada,2,1,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
